"id","name","canton_id","canton_name","ballot_id","ballot_name","yes","no","yes_pct","turnout","ballots_returned","voters","valid_votes"
"1909","Bezirk Rheinfelden","19","Aargau",6410,"Initiative populaire «Pour une eau potable propre et une alimentation saine – Pas de subventions pour l’utilisation de pesticides et l’utilisation d’antibiotiques à titre prophylactique»",6133,10653,36.53639938,57.466417276,16898,29405,16786
"1910","Bezirk Zofingen","19","Aargau",6410,"Initiative populaire «Pour une eau potable propre et une alimentation saine – Pas de subventions pour l’utilisation de pesticides et l’utilisation d’antibiotiques à titre prophylactique»",9013,16201,35.746014119,56.316502655,25352,45017,25214
"1911","Bezirk Zurzach","19","Aargau",6410,"Initiative populaire «Pour une eau potable propre et une alimentation saine – Pas de subventions pour l’utilisation de pesticides et l’utilisation d’antibiotiques à titre prophylactique»",4141,8456,32.872906248,62.097565764,12653,20376,12597
"9190","AG-Ausland-CH","19","Aargau",6410,"Initiative populaire «Pour une eau potable propre et une alimentation saine – Pas de subventions pour l’utilisation de pesticides et l’utilisation d’antibiotiques à titre prophylactique»",1485,1206,55.183946488,24.235378287,2710,11182,2691
"2011","Bezirk Arbon","20","Thurgau",6410,"Initiative populaire «Pour une eau potable propre et une alimentation saine – Pas de subventions pour l’utilisation de pesticides et l’utilisation d’antibiotiques à titre prophylactique»",7117,12361,36.538659,57.766359726,20012,34643,19478
"2012","Bezirk Frauenfeld","20","Thurgau",6410,"Initiative populaire «Pour une eau potable propre et une alimentation saine – Pas de subventions pour l’utilisation de pesticides et l’utilisation d’antibiotiques à titre prophylactique»",9867,17897,35.538827258,63.53242131,28561,44955,27764
"2013","Bezirk Kreuzlingen","20","Thurgau",6410,"Initiative populaire «Pour une eau potable propre et une alimentation saine – Pas de subventions pour l’utilisation de pesticides et l’utilisation d’antibiotiques à titre prophylactique»",5711,9450,37.669019194,63.769723866,15519,24336,15161
"2014","Bezirk Münchwilen","20","Thurgau",6410,"Initiative populaire «Pour une eau potable propre et une alimentation saine – Pas de subventions pour l’utilisation de pesticides et l’utilisation d’antibiotiques à titre prophylactique»",5883,12970,31.204582825,61.212083031,19433,31747,18853
"2015","Bezirk Weinfelden","20","Thurgau",6410,"Initiative populaire «Pour une eau potable propre et une alimentation saine – Pas de subventions pour l’utilisation de pesticides et l’utilisation d’antibiotiques à titre prophylactique»",6690,16453,28.907228968,65.352089321,23647,36184,23143
"9200","TG-Ausland-CH","20","Thurgau",6410,"Initiative populaire «Pour une eau potable propre et une alimentation saine – Pas de subventions pour l’utilisation de pesticides et l’utilisation d’antibiotiques à titre prophylactique»",589,580,50.384944397,27.520184544,1193,4335,1169
"2101","Distretto di Bellinzona","21","Ticino",6410,"Initiative populaire «Pour une eau potable propre et une alimentation saine – Pas de subventions pour l’utilisation de pesticides et l’utilisation d’antibiotiques à titre prophylactique»",5463,9998,35.334066361,45.734419223,15836,34626,15461
"2102","Distretto di Blenio","21","Ticino",6410,"Initiative populaire «Pour une eau potable propre et une alimentation saine – Pas de subventions pour l’utilisation de pesticides et l’utilisation d’antibiotiques à titre prophylactique»",678,1705,28.451531683,51.032448378,2422,4746,2383
"2103","Distretto di Leventina","21","Ticino",6410,"Initiative populaire «Pour une eau potable propre et une alimentation saine – Pas de subventions pour l’utilisation de pesticides et l’utilisation d’antibiotiques à titre prophylactique»",916,2517,26.682202156,57.942208118,3469,5987,3433
"2104","Distretto di Locarno","21","Ticino",6410,"Initiative populaire «Pour une eau potable propre et une alimentation saine – Pas de subventions pour l’utilisation de pesticides et l’utilisation d’antibiotiques à titre prophylactique»",8119,12322,39.71919182,49.066897698,20955,42707,20441
"2105","Distretto di Lugano","21","Ticino",6410,"Initiative populaire «Pour une eau potable propre et une alimentation saine – Pas de subventions pour l’utilisation de pesticides et l’utilisation d’antibiotiques à titre prophylactique»",17039,26340,39.279374813,48.587502467,44305,91186,43379
"2106","Distretto di Mendrisio","21","Ticino",6410,"Initiative populaire «Pour une eau potable propre et une alimentation saine – Pas de subventions pour l’utilisation de pesticides et l’utilisation d’antibiotiques à titre prophylactique»",6492,9996,39.374090247,49.160278542,16802,34178,16488
"2107","Distretto di Riviera","21","Ticino",6410,"Initiative populaire «Pour une eau potable propre et une alimentation saine – Pas de subventions pour l’utilisation de pesticides et l’utilisation d’antibiotiques à titre prophylactique»",836,1684,33.174603175,44.150034412,2566,5812,2520
"2108","Distretto di Vallemaggia","21","Ticino",6410,"Initiative populaire «Pour une eau potable propre et une alimentation saine – Pas de subventions pour l’utilisation de pesticides et l’utilisation d’antibiotiques à titre prophylactique»",759,1662,31.350681537,54.728236854,2477,4526,2421
"2221","District d'Aigle","22","Vaud",6410,"Initiative populaire «Pour une eau potable propre et une alimentation saine – Pas de subventions pour l’utilisation de pesticides et l’utilisation d’antibiotiques à titre prophylactique»",3727,10348,26.479573712,58.555460017,14301,24423,14075
"2222","District de la Broye-Vully","22","Vaud",6410,"Initiative populaire «Pour une eau potable propre et une alimentation saine – Pas de subventions pour l’utilisation de pesticides et l’utilisation d’antibiotiques à titre prophylactique»",3819,11204,25.421021101,62.013701982,15207,24522,15023
"2223","District du Gros-de-Vaud","22","Vaud",6410,"Initiative populaire «Pour une eau potable propre et une alimentation saine – Pas de subventions pour l’utilisation de pesticides et l’utilisation d’antibiotiques à titre prophylactique»",4739,15025,23.977939688,67.685088282,20049,29621,19764
"2224","District du Jura-Nord vaudois","22","Vaud",6410,"Initiative populaire «Pour une eau potable propre et une alimentation saine – Pas de subventions pour l’utilisation de pesticides et l’utilisation d’antibiotiques à titre prophylactique»",9543,24273,28.220369056,61.738631061,34402,55722,33816
"2225","District de Lausanne","22","Vaud",6410,"Initiative populaire «Pour une eau potable propre et une alimentation saine – Pas de subventions pour l’utilisation de pesticides et l’utilisation d’antibiotiques à titre prophylactique»",19696,21428,47.894173719,51.590556149,42523,82424,41124
"2226","District de Lavaux-Oron","22","Vaud",6410,"Initiative populaire «Pour une eau potable propre et une alimentation saine – Pas de subventions pour l’utilisation de pesticides et l’utilisation d’antibiotiques à titre prophylactique»",8009,15911,33.482441472,64.100952979,24484,38196,23920
"2227","District de Morges","22","Vaud",6410,"Initiative populaire «Pour une eau potable propre et une alimentation saine – Pas de subventions pour l’utilisation de pesticides et l’utilisation d’antibiotiques à titre prophylactique»",9077,22405,28.832348644,65.075183399,32112,49346,31482
"2228","District de Nyon","22","Vaud",6410,"Initiative populaire «Pour une eau potable propre et une alimentation saine – Pas de subventions pour l’utilisation de pesticides et l’utilisation d’antibiotiques à titre prophylactique»",10892,21685,33.434631795,61.211786372,33238,54300,32577
"2229","District de l'Ouest lausannois","22","Vaud",6410,"Initiative populaire «Pour une eau potable propre et une alimentation saine – Pas de subventions pour l’utilisation de pesticides et l’utilisation d’antibiotiques à titre prophylactique»",6451,10400,38.282594505,50.068015398,17299,34551,16851
"2230","District de la Riviera-Pays-d'Enhaut","22","Vaud",6410,"Initiative populaire «Pour une eau potable propre et une alimentation saine – Pas de subventions pour l’utilisation de pesticides et l’utilisation d’antibiotiques à titre prophylactique»",9268,16424,36.07348591,57.555390139,26289,45676,25692
"9220","VD-CH de l'étranger","22","Vaud",6410,"Initiative populaire «Pour une eau potable propre et une alimentation saine – Pas de subventions pour l’utilisation de pesticides et l’utilisation d’antibiotiques à titre prophylactique»",3272,2932,52.740167634,29.446963676,6299,21391,6204
"2301","Bezirk Brig","23","Valais / Wallis",6410,"Initiative populaire «Pour une eau potable propre et une alimentation saine – Pas de subventions pour l’utilisation de pesticides et l’utilisation d’antibiotiques à titre prophylactique»",3116,7278,29.978833943,56.114510943,10820,19282,10394
"2302","District de Conthey","23","Valais / Wallis",6410,"Initiative populaire «Pour une eau potable propre et une alimentation saine – Pas de subventions pour l’utilisation de pesticides et l’utilisation d’antibiotiques à titre prophylactique»",1840,8934,17.078151105,60.38242561,11242,18618,10774
"2303","District d'Entremont","23","Valais / Wallis",6410,"Initiative populaire «Pour une eau potable propre et une alimentation saine – Pas de subventions pour l’utilisation de pesticides et l’utilisation d’antibiotiques à titre prophylactique»",964,5114,15.860480421,64.796342477,6236,9624,6078
"2304","Bezirk Goms","23","Valais / Wallis",6410,"Initiative populaire «Pour une eau potable propre et une alimentation saine – Pas de subventions pour l’utilisation de pesticides et l’utilisation d’antibiotiques à titre prophylactique»",587,1413,29.35,62.724014337,2100,3348,2000
"2305","District d'Hérens","23","Valais / Wallis",6410,"Initiative populaire «Pour une eau potable propre et une alimentation saine – Pas de subventions pour l’utilisation de pesticides et l’utilisation d’antibiotiques à titre prophylactique»",1054,4456,19.128856624,69.062839223,5726,8291,5510
"2306","Bezirk Leuk","23","Valais / Wallis",6410,"Initiative populaire «Pour une eau potable propre et une alimentation saine – Pas de subventions pour l’utilisation de pesticides et l’utilisation d’antibiotiques à titre prophylactique»",1229,4388,21.880007121,64.034990588,5783,9031,5617
"2307","District de Martigny","23","Valais / Wallis",6410,"Initiative populaire «Pour une eau potable propre et une alimentation saine – Pas de subventions pour l’utilisation de pesticides et l’utilisation d’antibiotiques à titre prophylactique»",3211,14455,18.176157591,61.378709721,18324,29854,17666
"2308","District de Monthey","23","Valais / Wallis",6410,"Initiative populaire «Pour une eau potable propre et une alimentation saine – Pas de subventions pour l’utilisation de pesticides et l’utilisation d’antibiotiques à titre prophylactique»",3064,12522,19.658668035,57.331066723,16188,28236,15586
"2309","Bezirk Raron","23","Valais / Wallis",6410,"Initiative populaire «Pour une eau potable propre et une alimentation saine – Pas de subventions pour l’utilisation de pesticides et l’utilisation d’antibiotiques à titre prophylactique»",1148,3936,22.580645161,62.93062201,5261,8360,5084
"2310","District de Saint-Maurice","23","Valais / Wallis",6410,"Initiative populaire «Pour une eau potable propre et une alimentation saine – Pas de subventions pour l’utilisation de pesticides et l’utilisation d’antibiotiques à titre prophylactique»",1057,4349,19.552349242,62.299435653,5630,9037,5406
"2311","District de Sierre","23","Valais / Wallis",6410,"Initiative populaire «Pour une eau potable propre et une alimentation saine – Pas de subventions pour l’utilisation de pesticides et l’utilisation d’antibiotiques à titre prophylactique»",4004,12996,23.552941176,60.230217764,17895,29711,17000
"2312","District de Sion","23","Valais / Wallis",6410,"Initiative populaire «Pour une eau potable propre et une alimentation saine – Pas de subventions pour l’utilisation de pesticides et l’utilisation d’antibiotiques à titre prophylactique»",3896,13375,22.558045278,59.125838981,18235,30841,17271
"2313","Bezirk Visp","23","Valais / Wallis",6410,"Initiative populaire «Pour une eau potable propre et une alimentation saine – Pas de subventions pour l’utilisation de pesticides et l’utilisation d’antibiotiques à titre prophylactique»",2326,8011,22.501692948,59.515513522,10761,18081,10337
"9230","VS-CH de l'étranger","23","Valais / Wallis",6410,"Initiative populaire «Pour une eau potable propre et une alimentation saine – Pas de subventions pour l’utilisation de pesticides et l’utilisation d’antibiotiques à titre prophylactique»",821,919,47.183908046,27.497410093,1858,6757,1740
"2400","Canton de Neuchâtel","24","Neuchâtel",6410,"Initiative populaire «Pour une eau potable propre et une alimentation saine – Pas de subventions pour l’utilisation de pesticides et l’utilisation d’antibiotiques à titre prophylactique»",23319,37123,38.580788194,54.093902848,61270,113266,60442
"2500","Canton de Genève","25","Genève",6410,"Initiative populaire «Pour une eau potable propre et une alimentation saine – Pas de subventions pour l’utilisation de pesticides et l’utilisation d’antibiotiques à titre prophylactique»",58208,67677,46.239027684,53.559378238,129212,241250,125885
"9250","GE-CH de l'étranger","25","Genève",6410,"Initiative populaire «Pour une eau potable propre et une alimentation saine – Pas de subventions pour l’utilisation de pesticides et l’utilisation d’antibiotiques à titre prophylactique»",4768,3718,56.186660382,28.897223804,8629,29861,8486
"2601","District de Delémont","26","Jura",6410,"Initiative populaire «Pour une eau potable propre et une alimentation saine – Pas de subventions pour l’utilisation de pesticides et l’utilisation d’antibiotiques à titre prophylactique»",4816,10146,32.188210132,57.062274368,15174,26592,14962
"2602","District des Franches-Montagnes","26","Jura",6410,"Initiative populaire «Pour une eau potable propre et une alimentation saine – Pas de subventions pour l’utilisation de pesticides et l’utilisation d’antibiotiques à titre prophylactique»",1580,3733,29.738377564,65.345330739,5374,8224,5313
"2603","District de Porrentruy","26","Jura",6410,"Initiative populaire «Pour une eau potable propre et une alimentation saine – Pas de subventions pour l’utilisation de pesticides et l’utilisation d’antibiotiques à titre prophylactique»",3233,7833,29.215615399,58.380208333,11209,19200,11066
"101","Bezirk Affoltern","1","Zürich",6420,"Initiative populaire «Pour une Suisse libre de pesticides de synthèse»",10274,13284,43.611512013,66.26223747,23757,35853,23558
"102","Bezirk Andelfingen","1","Zürich",6420,"Initiative populaire «Pour une Suisse libre de pesticides de synthèse»",5773,10021,36.551855135,71.149897331,15939,22402,15794
"103","Bezirk Bülach","1","Zürich",6420,"Initiative populaire «Pour une Suisse libre de pesticides de synthèse»",19694,30354,39.350223785,55.65443003,50409,90575,50048
"104","Bezirk Dielsdorf","1","Zürich",6420,"Initiative populaire «Pour une Suisse libre de pesticides de synthèse»",10737,19285,35.763773233,56.464897372,30233,53543,30022
"105","Bezirk Hinwil","1","Zürich",6420,"Initiative populaire «Pour une Suisse libre de pesticides de synthèse»",15475,23414,39.792743449,62.14595135,39165,63021,38889
"106","Bezirk Horgen","1","Zürich",6420,"Initiative populaire «Pour une Suisse libre de pesticides de synthèse»",19667,25472,43.569861982,61.002237017,45540,74653,45139
"107","Bezirk Meilen","1","Zürich",6420,"Initiative populaire «Pour une Suisse libre de pesticides de synthèse»",18580,24236,43.394992526,64.728258428,43221,66773,42816
"108","Bezirk Pfäffikon","1","Zürich",6420,"Initiative populaire «Pour une Suisse libre de pesticides de synthèse»",10196,15479,39.711781889,64.545567884,25886,40105,25675
"109","Bezirk Uster","1","Zürich",6420,"Initiative populaire «Pour une Suisse libre de pesticides de synthèse»",21984,26932,44.942350151,60.718368551,49395,81351,48916
"110","Bezirk Winterthur","1","Zürich",6420,"Initiative populaire «Pour une Suisse libre de pesticides de synthèse»",33514,35035,48.890574625,62.485571027,69289,110888,68549
"111","Bezirk Dietikon","1","Zürich",6420,"Initiative populaire «Pour une Suisse libre de pesticides de synthèse»",10856,14899,42.151038633,52.745022427,25988,49271,25755
"112","Bezirk Zürich","1","Zürich",6420,"Initiative populaire «Pour une Suisse libre de pesticides de synthèse»",87967,50274,63.633075571,59.819585757,139988,234017,138241
"9010","ZH-Ausland-CH","1","Zürich",6420,"Initiative populaire «Pour une Suisse libre de pesticides de synthèse»",4565,3730,55.033152502,26.280784314,8377,31875,8295
"241","Arrondissement administratif Jura bernois","2","Bern / Berne",6420,"Initiative populaire «Pour une Suisse libre de pesticides de synthèse»",7060,14541,32.683672052,59.561709551,21852,36688,21601
"242","Verwaltungskreis Biel/Bienne","2","Bern / Berne",6420,"Initiative populaire «Pour une Suisse libre de pesticides de synthèse»",16536,16367,50.256815488,52.703858582,33273,63132,32903
"243","Verwaltungskreis Seeland","2","Bern / Berne",6420,"Initiative populaire «Pour une Suisse libre de pesticides de synthèse»",11941,23430,33.759294337,64.28030303,35637,55440,35371
"244","Verwaltungskreis Oberaargau","2","Bern / Berne",6420,"Initiative populaire «Pour une Suisse libre de pesticides de synthèse»",11139,25596,30.322580645,62.205254129,36986,59458,36735
"245","Verwaltungskreis Emmental","2","Bern / Berne",6420,"Initiative populaire «Pour une Suisse libre de pesticides de synthèse»",13497,34320,28.226363009,63.399036817,48182,75998,47817
"246","Verwaltungskreis Bern-Mittelland","2","Bern / Berne",6420,"Initiative populaire «Pour une Suisse libre de pesticides de synthèse»",91210,92602,49.621352251,63.569356847,185859,292372,183812
"247","Verwaltungskreis Thun","2","Bern / Berne",6420,"Initiative populaire «Pour une Suisse libre de pesticides de synthèse»",18970,31319,37.721967031,61.447226693,50772,82627,50289
"248","Verwaltungskreis Obersimmental-Saanen","2","Bern / Berne",6420,"Initiative populaire «Pour une Suisse libre de pesticides de synthèse»",1902,6157,23.600943045,69.10825313,8114,11741,8059
"249","Verwaltungskreis Frutigen-Niedersimmental","2","Bern / Berne",6420,"Initiative populaire «Pour une Suisse libre de pesticides de synthèse»",6067,14940,28.880849241,67.034465265,21142,31539,21007
"250","Verwaltungskreis Interlaken-Oberhasli","2","Bern / Berne",6420,"Initiative populaire «Pour une Suisse libre de pesticides de synthèse»",6741,14070,32.391523713,61.284291098,20977,34229,20811
"311","Wahlkreis Luzern-Stadt","3","Luzern",6420,"Initiative populaire «Pour une Suisse libre de pesticides de synthèse»",17235,13942,55.281136735,58.989910335,31513,53421,31177
"312","Wahlkreis Luzern-Land","3","Luzern",6420,"Initiative populaire «Pour une Suisse libre de pesticides de synthèse»",16612,27972,37.260003589,64.51216901,45194,70055,44584
"313","Wahlkreis Hochdorf","3","Luzern",6420,"Initiative populaire «Pour une Suisse libre de pesticides de synthèse»",9126,20300,31.013389519,64.837310195,29890,46100,29426
"314","Wahlkreis Sursee","3","Luzern",6420,"Initiative populaire «Pour une Suisse libre de pesticides de synthèse»",10545,26051,28.814624549,70.893158584,37377,52723,36596
"315","Wahlkreis Willisau","3","Luzern",6420,"Initiative populaire «Pour une Suisse libre de pesticides de synthèse»",5210,19858,20.783468964,68.797297297,25455,37000,25068
"316","Wahlkreis Entlebuch","3","Luzern",6420,"Initiative populaire «Pour une Suisse libre de pesticides de synthèse»",1884,11199,14.400366888,78.115573431,13207,16907,13083
"9030","LU-Ausland-CH","3","Luzern",6420,"Initiative populaire «Pour une Suisse libre de pesticides de synthèse»",870,706,55.203045685,28.496959166,1640,5755,1576
"400","Kanton Uri","4","Uri",6420,"Initiative populaire «Pour une Suisse libre de pesticides de synthèse»",4597,12137,27.471017091,64.166666667,16940,26400,16734
"9040","UR-Ausland-CH","4","Uri",6420,"Initiative populaire «Pour une Suisse libre de pesticides de synthèse»",77,83,48.125,33.541666667,161,480,160
"501","Bezirk Einsiedeln","5","Schwyz",6420,"Initiative populaire «Pour une Suisse libre de pesticides de synthèse»",2213,6059,26.752901354,73.091804432,8312,11372,8272
"502","Bezirk Gersau","5","Schwyz",6420,"Initiative populaire «Pour une Suisse libre de pesticides de synthèse»",289,738,28.140214216,66.387096774,1029,1550,1027
"503","Bezirk Höfe","5","Schwyz",6420,"Initiative populaire «Pour une Suisse libre de pesticides de synthèse»",3858,8134,32.171447632,65.524927962,12052,18393,11992
"504","Bezirk Küssnacht (SZ)","5","Schwyz",6420,"Initiative populaire «Pour une Suisse libre de pesticides de synthèse»",1946,4225,31.53459731,71.148555708,6207,8724,6171
"505","Bezirk March","5","Schwyz",6420,"Initiative populaire «Pour une Suisse libre de pesticides de synthèse»",5601,12351,31.19986631,63.430158953,18037,28436,17952
"506","Bezirk Schwyz","5","Schwyz",6420,"Initiative populaire «Pour une Suisse libre de pesticides de synthèse»",6883,20584,25.059161903,72.034473753,27582,38290,27467
"600","Kanton Obwalden","6","Obwalden",6420,"Initiative populaire «Pour une Suisse libre de pesticides de synthèse»",5238,13671,27.701094717,71.516741814,19351,27058,18909
"700","Kanton Nidwalden","7","Nidwalden",6420,"Initiative populaire «Pour une Suisse libre de pesticides de synthèse»",6181,15187,28.926432048,68.432357308,21665,31659,21368
"800","Kanton Glarus","8","Glarus",6420,"Initiative populaire «Pour une Suisse libre de pesticides de synthèse»",6296,9405,40.099356729,59.492099323,15813,26580,15701
"900","Kanton Zug","9","Zug",6420,"Initiative populaire «Pour une Suisse libre de pesticides de synthèse»",19238,33087,36.766364071,67.397821909,52604,78050,52325
"1001","District de la Broye","10","Fribourg / Freiburg",6420,"Initiative populaire «Pour une Suisse libre de pesticides de synthèse»",3706,10535,26.023453409,66.508105112,14401,21653,14241
"1002","District de la Glâne","10","Fribourg / Freiburg",6420,"Initiative populaire «Pour une Suisse libre de pesticides de synthèse»",2343,8394,21.821737916,69.155782096,10854,15695,10737
"1003","District de la Gruyère","10","Fribourg / Freiburg",6420,"Initiative populaire «Pour une Suisse libre de pesticides de synthèse»",5933,15063,28.257763384,62.623192682,21223,33890,20996
"1004","District de la Sarine","10","Fribourg / Freiburg",6420,"Initiative populaire «Pour une Suisse libre de pesticides de synthèse»",14506,22946,38.732243939,60.730410836,37931,62458,37452
"1005","Bezirk See / District du Lac","10","Fribourg / Freiburg",6420,"Initiative populaire «Pour une Suisse libre de pesticides de synthèse»",5875,9687,37.752216939,65.280552781,15683,24024,15562
"1006","Bezirk Sense","10","Fribourg / Freiburg",6420,"Initiative populaire «Pour une Suisse libre de pesticides de synthèse»",7057,13119,34.977200634,61.630593385,20274,32896,20176
"1007","District de la Veveyse","10","Fribourg / Freiburg",6420,"Initiative populaire «Pour une Suisse libre de pesticides de synthèse»",1985,5906,25.155240147,65.573366215,7977,12165,7891
"9100","FR-CH de l'étranger","10","Fribourg / Freiburg",6420,"Initiative populaire «Pour une Suisse libre de pesticides de synthèse»",1145,969,54.162724693,30.188413948,2147,7112,2114
"1101","Bezirk Gäu","11","Solothurn",6420,"Initiative populaire «Pour une Suisse libre de pesticides de synthèse»",2404,5594,30.057514379,58.673283223,8040,13703,7998
"1102","Bezirk Thal","11","Solothurn",6420,"Initiative populaire «Pour une Suisse libre de pesticides de synthèse»",1783,4683,27.575007733,64.573812835,6500,10066,6466
"1103","Bezirk Bucheggberg","11","Solothurn",6420,"Initiative populaire «Pour une Suisse libre de pesticides de synthèse»",1479,2809,34.491604478,68.220606827,4317,6328,4288
"1104","Bezirk Dorneck","11","Solothurn",6420,"Initiative populaire «Pour une Suisse libre de pesticides de synthèse»",4310,5371,44.520194195,67.273730684,9752,14496,9681
"1105","Bezirk Gösgen","11","Solothurn",6420,"Initiative populaire «Pour une Suisse libre de pesticides de synthèse»",3425,5512,38.323822312,56.241795337,8997,15997,8937
"1106","Bezirk Wasseramt","11","Solothurn",6420,"Initiative populaire «Pour une Suisse libre de pesticides de synthèse»",7393,11649,38.824703287,57.06547619,19174,33600,19042
"1107","Bezirk Lebern","11","Solothurn",6420,"Initiative populaire «Pour une Suisse libre de pesticides de synthèse»",6442,10365,38.329267567,55.943361895,16910,30227,16807
"1108","Bezirk Olten","11","Solothurn",6420,"Initiative populaire «Pour une Suisse libre de pesticides de synthèse»",8444,10861,43.73996374,56.313124005,19459,34555,19305
"1109","Bezirk Solothurn","11","Solothurn",6420,"Initiative populaire «Pour une Suisse libre de pesticides de synthèse»",4108,3217,56.081911263,63.711482183,7402,11618,7325
"1110","Bezirk Thierstein","11","Solothurn",6420,"Initiative populaire «Pour une Suisse libre de pesticides de synthèse»",2495,4187,37.339120024,62.294625453,6711,10773,6682
"1200","Kanton Basel-Stadt","12","Basel-Stadt",6420,"Initiative populaire «Pour une Suisse libre de pesticides de synthèse»",35732,26883,57.066198195,60.812961639,63808,104925,62615
"9120","BS-Ausland-CH","12","Basel-Stadt",6420,"Initiative populaire «Pour une Suisse libre de pesticides de synthèse»",1464,1000,59.415584416,27.033181522,2493,9222,2464
"1301","Bezirk Arlesheim","13","Basel-Landschaft",6420,"Initiative populaire «Pour une Suisse libre de pesticides de synthèse»",24606,32688,42.946905435,57.973643441,59125,101986,57294
"1302","Bezirk Laufen","13","Basel-Landschaft",6420,"Initiative populaire «Pour une Suisse libre de pesticides de synthèse»",3300,5043,39.554117224,61.613832853,8552,13880,8343
"1303","Bezirk Liestal","13","Basel-Landschaft",6420,"Initiative populaire «Pour une Suisse libre de pesticides de synthèse»",8603,12214,41.326800211,57.743159035,21313,36910,20817
"1304","Bezirk Sissach","13","Basel-Landschaft",6420,"Initiative populaire «Pour une Suisse libre de pesticides de synthèse»",5774,10684,35.083242192,65.124859218,16769,25749,16458
"1305","Bezirk Waldenburg","13","Basel-Landschaft",6420,"Initiative populaire «Pour une Suisse libre de pesticides de synthèse»",2183,4685,31.785090274,62.028343667,7003,11290,6868
"1401","Bezirk Oberklettgau","14","Schaffhausen",6420,"Initiative populaire «Pour une Suisse libre de pesticides de synthèse»",928,1660,35.857805255,79.438135087,2658,3346,2588
"1402","Bezirk Reiat","14","Schaffhausen",6420,"Initiative populaire «Pour une Suisse libre de pesticides de synthèse»",1608,2925,35.473196559,79.305084746,4679,5900,4533
"1403","Bezirk Schaffhausen","14","Schaffhausen",6420,"Initiative populaire «Pour une Suisse libre de pesticides de synthèse»",10904,12101,47.398391654,70.666236395,24088,34087,23005
"1404","Bezirk Schleitheim","14","Schaffhausen",6420,"Initiative populaire «Pour une Suisse libre de pesticides de synthèse»",487,1136,30.006161429,73.43402932,1653,2251,1623
"1405","Bezirk Stein","14","Schaffhausen",6420,"Initiative populaire «Pour une Suisse libre de pesticides de synthèse»",1212,1598,43.131672598,75.026232949,2860,3812,2810
"1406","Bezirk Unterklettgau","14","Schaffhausen",6420,"Initiative populaire «Pour une Suisse libre de pesticides de synthèse»",811,1915,29.750550257,78.021978022,2769,3549,2726
"1501","Bezirk Hinterland","15","Appenzell Ausserrhoden",6420,"Initiative populaire «Pour une Suisse libre de pesticides de synthèse»",3328,7155,31.746637413,63.479151603,10535,16596,10483
"1502","Bezirk Mittelland","15","Appenzell Ausserrhoden",6420,"Initiative populaire «Pour une Suisse libre de pesticides de synthèse»",4039,4693,46.255153459,69.664778093,8853,12708,8732
"1503","Bezirk Vorderland","15","Appenzell Ausserrhoden",6420,"Initiative populaire «Pour une Suisse libre de pesticides de synthèse»",2666,3702,41.865577889,66.631973356,6402,9608,6368
"1600","Kanton Appenzell Innerrhoden","16","Appenzell Innerrhoden",6420,"Initiative populaire «Pour une Suisse libre de pesticides de synthèse»",1980,5745,25.631067961,67.399141631,7852,11650,7725
"9160","AI-Ausland-CH","16","Appenzell Innerrhoden",6420,"Initiative populaire «Pour une Suisse libre de pesticides de synthèse»",59,49,54.62962963,21.696252465,110,507,108
"1721","Wahlkreis St. Gallen","17","St. Gallen",6420,"Initiative populaire «Pour une Suisse libre de pesticides de synthèse»",19272,24392,44.137046537,58.677476902,44075,75114,43664
"1722","Wahlkreis Rorschach","17","St. Gallen",6420,"Initiative populaire «Pour une Suisse libre de pesticides de synthèse»",5759,9223,38.439460686,57.661382954,15060,26118,14982
"1723","Wahlkreis Rheintal","17","St. Gallen",6420,"Initiative populaire «Pour une Suisse libre de pesticides de synthèse»",8288,17397,32.267860619,59.301496793,25792,43493,25685
"1724","Wahlkreis Werdenberg","17","St. Gallen",6420,"Initiative populaire «Pour une Suisse libre de pesticides de synthèse»",4715,8632,35.326290552,60.782533703,13391,22031,13347
"1725","Wahlkreis Sarganserland","17","St. Gallen",6420,"Initiative populaire «Pour une Suisse libre de pesticides de synthèse»",5638,10648,34.6186909,61.02194685,16349,26792,16286
"1726","Wahlkreis See-Gaster","17","St. Gallen",6420,"Initiative populaire «Pour une Suisse libre de pesticides de synthèse»",10903,16772,39.396567299,60.867382574,27887,45816,27675
"1727","Wahlkreis Toggenburg","17","St. Gallen",6420,"Initiative populaire «Pour une Suisse libre de pesticides de synthèse»",5683,15850,26.392049413,69.50286192,21614,31098,21533
"1728","Wahlkreis Wil","17","St. Gallen",6420,"Initiative populaire «Pour une Suisse libre de pesticides de synthèse»",9778,18686,34.352164137,60.751627749,28645,47151,28464
"9170","SG-Ausland-CH","17","St. Gallen",6420,"Initiative populaire «Pour une Suisse libre de pesticides de synthèse»",1408,1393,50.267761514,29.255209408,2836,9694,2801
"1841","Region Albula","18","Graubünden / Grigioni / Grischun",6420,"Initiative populaire «Pour une Suisse libre de pesticides de synthèse»",1388,2335,37.28176202,64.0237691,3771,5890,3723
"1842","Region Bernina","18","Graubünden / Grigioni / Grischun",6420,"Initiative populaire «Pour une Suisse libre de pesticides de synthèse»",713,1355,34.477756286,57.395804958,2107,3671,2068
"1843","Region Engiadina Bassa / Val Müstair","18","Graubünden / Grigioni / Grischun",6420,"Initiative populaire «Pour une Suisse libre de pesticides de synthèse»",1724,2569,40.158397391,65.201793722,4362,6690,4293
