"id","name","canton_id","canton_name","ballot_id","ballot_name","yes","no","yes_pct","turnout","ballots_returned","voters","valid_votes"
"1844","Region Imboden","18","Graubünden / Grigioni / Grischun",6420,"Initiative populaire «Pour une Suisse libre de pesticides de synthèse»",3474,4790,42.037754114,58.536755475,8393,14338,8264
"1845","Region Landquart","18","Graubünden / Grigioni / Grischun",6420,"Initiative populaire «Pour une Suisse libre de pesticides de synthèse»",4163,6645,38.517764619,60.047009949,10985,18294,10808
"1846","Region Maloja","18","Graubünden / Grigioni / Grischun",6420,"Initiative populaire «Pour une Suisse libre de pesticides de synthèse»",2582,4284,37.605592776,60.770303242,6974,11476,6866
"1847","Region Moesa","18","Graubünden / Grigioni / Grischun",6420,"Initiative populaire «Pour une Suisse libre de pesticides de synthèse»",1051,2021,34.212239583,51.209941138,3132,6116,3072
"1848","Region Plessur","18","Graubünden / Grigioni / Grischun",6420,"Initiative populaire «Pour une Suisse libre de pesticides de synthèse»",7508,8962,45.585913783,56.363941019,16819,29840,16470
"1849","Region Prättigau / Davos","18","Graubünden / Grigioni / Grischun",6420,"Initiative populaire «Pour une Suisse libre de pesticides de synthèse»",4060,7518,35.066505441,64.473684211,11662,18088,11578
"1850","Region Surselva","18","Graubünden / Grigioni / Grischun",6420,"Initiative populaire «Pour une Suisse libre de pesticides de synthèse»",3340,7027,32.217613582,63.08813784,10472,16599,10367
"1851","Region Viamala","18","Graubünden / Grigioni / Grischun",6420,"Initiative populaire «Pour une Suisse libre de pesticides de synthèse»",2478,3737,39.871279163,63.407511832,6297,9931,6215
"1901","Bezirk Aarau","19","Aargau",6420,"Initiative populaire «Pour une Suisse libre de pesticides de synthèse»",12841,16801,43.320288779,59.902626675,29898,49911,29642
"1902","Bezirk Baden","19","Aargau",6420,"Initiative populaire «Pour une Suisse libre de pesticides de synthèse»",20794,29227,41.570540373,59.276050069,50339,84923,50021
"1903","Bezirk Bremgarten","19","Aargau",6420,"Initiative populaire «Pour une Suisse libre de pesticides de synthèse»",11003,18378,37.449372043,61.063170933,29579,48440,29381
"1904","Bezirk Brugg","19","Aargau",6420,"Initiative populaire «Pour une Suisse libre de pesticides de synthèse»",7482,11851,38.700667253,62.255340924,19466,31268,19333
"1905","Bezirk Kulm","19","Aargau",6420,"Initiative populaire «Pour une Suisse libre de pesticides de synthèse»",4769,10508,31.216861949,58.462124096,15358,26270,15277
"1906","Bezirk Laufenburg","19","Aargau",6420,"Initiative populaire «Pour une Suisse libre de pesticides de synthèse»",4276,9883,30.199872872,62.398071021,14233,22810,14159
"1907","Bezirk Lenzburg","19","Aargau",6420,"Initiative populaire «Pour une Suisse libre de pesticides de synthèse»",8937,15284,36.897733372,59.346761819,24366,41057,24221
"1908","Bezirk Muri","19","Aargau",6420,"Initiative populaire «Pour une Suisse libre de pesticides de synthèse»",4613,11512,28.607751938,65.711037115,16182,24626,16125
"1909","Bezirk Rheinfelden","19","Aargau",6420,"Initiative populaire «Pour une Suisse libre de pesticides de synthèse»",5938,10838,35.395803529,57.490222751,16905,29405,16776
"1910","Bezirk Zofingen","19","Aargau",6420,"Initiative populaire «Pour une Suisse libre de pesticides de synthèse»",8899,16323,35.282689715,56.347602017,25366,45017,25222
"1911","Bezirk Zurzach","19","Aargau",6420,"Initiative populaire «Pour une Suisse libre de pesticides de synthèse»",4106,8497,32.579544553,62.127012171,12659,20376,12603
"9190","AG-Ausland-CH","19","Aargau",6420,"Initiative populaire «Pour une Suisse libre de pesticides de synthèse»",1449,1233,54.026845638,24.217492398,2708,11182,2682
"2011","Bezirk Arbon","20","Thurgau",6420,"Initiative populaire «Pour une Suisse libre de pesticides de synthèse»",6981,12469,35.892030848,57.708628006,19992,34643,19450
"2012","Bezirk Frauenfeld","20","Thurgau",6420,"Initiative populaire «Pour une Suisse libre de pesticides de synthèse»",9675,18050,34.896302976,63.501279057,28547,44955,27725
"2013","Bezirk Kreuzlingen","20","Thurgau",6420,"Initiative populaire «Pour une Suisse libre de pesticides de synthèse»",5658,9475,37.388488733,63.732741617,15510,24336,15133
"2014","Bezirk Münchwilen","20","Thurgau",6420,"Initiative populaire «Pour une Suisse libre de pesticides de synthèse»",5812,12999,30.896815693,61.079787066,19391,31747,18811
"2015","Bezirk Weinfelden","20","Thurgau",6420,"Initiative populaire «Pour une Suisse libre de pesticides de synthèse»",6673,16443,28.867451116,65.324452797,23637,36184,23116
"9200","TG-Ausland-CH","20","Thurgau",6420,"Initiative populaire «Pour une Suisse libre de pesticides de synthèse»",614,553,52.613538989,27.543252595,1194,4335,1167
"2101","Distretto di Bellinzona","21","Ticino",6420,"Initiative populaire «Pour une Suisse libre de pesticides de synthèse»",5918,9543,38.276954919,45.734419223,15836,34626,15461
"2102","Distretto di Blenio","21","Ticino",6420,"Initiative populaire «Pour une Suisse libre de pesticides de synthèse»",703,1683,29.463537301,51.053518753,2423,4746,2386
"2103","Distretto di Leventina","21","Ticino",6420,"Initiative populaire «Pour une Suisse libre de pesticides de synthèse»",998,2432,29.096209913,57.942208118,3469,5987,3430
"2104","Distretto di Locarno","21","Ticino",6420,"Initiative populaire «Pour une Suisse libre de pesticides de synthèse»",8629,11880,42.074211322,49.0926546,20966,42707,20509
"2105","Distretto di Lugano","21","Ticino",6420,"Initiative populaire «Pour une Suisse libre de pesticides de synthèse»",18017,25523,41.380339917,48.60724234,44323,91186,43540
"2106","Distretto di Mendrisio","21","Ticino",6420,"Initiative populaire «Pour une Suisse libre de pesticides de synthèse»",6923,9583,41.942324003,49.1632044,16803,34178,16506
"2107","Distretto di Riviera","21","Ticino",6420,"Initiative populaire «Pour une Suisse libre de pesticides de synthèse»",900,1621,35.700119,44.13282863,2565,5812,2521
"2108","Distretto di Vallemaggia","21","Ticino",6420,"Initiative populaire «Pour une Suisse libre de pesticides de synthèse»",810,1627,33.237587197,54.750331418,2478,4526,2437
"2221","District d'Aigle","22","Vaud",6420,"Initiative populaire «Pour une Suisse libre de pesticides de synthèse»",4170,9947,29.538853864,58.666011546,14328,24423,14117
"2222","District de la Broye-Vully","22","Vaud",6420,"Initiative populaire «Pour une Suisse libre de pesticides de synthèse»",4042,11012,26.850006643,62.046325748,15215,24522,15054
"2223","District du Gros-de-Vaud","22","Vaud",6420,"Initiative populaire «Pour une Suisse libre de pesticides de synthèse»",5272,14511,26.649143204,67.685088282,20049,29621,19783
"2224","District du Jura-Nord vaudois","22","Vaud",6420,"Initiative populaire «Pour une Suisse libre de pesticides de synthèse»",10608,23238,31.341960645,61.763755788,34416,55722,33846
"2225","District de Lausanne","22","Vaud",6420,"Initiative populaire «Pour une Suisse libre de pesticides de synthèse»",21691,19789,52.292671167,51.602688537,42533,82424,41480
"2226","District de Lavaux-Oron","22","Vaud",6420,"Initiative populaire «Pour une Suisse libre de pesticides de synthèse»",8897,15089,37.092470608,64.103571055,24485,38196,23986
"2227","District de Morges","22","Vaud",6420,"Initiative populaire «Pour une Suisse libre de pesticides de synthèse»",10068,21481,31.912263463,65.109634013,32129,49346,31549
"2228","District de Nyon","22","Vaud",6420,"Initiative populaire «Pour une Suisse libre de pesticides de synthèse»",12035,20631,36.842588624,61.171270718,33216,54300,32666
"2229","District de l'Ouest lausannois","22","Vaud",6420,"Initiative populaire «Pour une Suisse libre de pesticides de synthèse»",6971,9925,41.258285985,50.047755492,17292,34551,16896
"2230","District de la Riviera-Pays-d'Enhaut","22","Vaud",6420,"Initiative populaire «Pour une Suisse libre de pesticides de synthèse»",10176,15505,39.624625209,57.332078115,26187,45676,25681
"9220","VD-CH de l'étranger","22","Vaud",6420,"Initiative populaire «Pour une Suisse libre de pesticides de synthèse»",3392,2809,54.700854701,29.446963676,6299,21391,6201
"2301","Bezirk Brig","23","Valais / Wallis",6420,"Initiative populaire «Pour une Suisse libre de pesticides de synthèse»",3160,7277,30.276899492,56.332330671,10862,19282,10437
"2302","District de Conthey","23","Valais / Wallis",6420,"Initiative populaire «Pour une Suisse libre de pesticides de synthèse»",1959,8821,18.172541744,60.355569879,11237,18618,10780
"2303","District d'Entremont","23","Valais / Wallis",6420,"Initiative populaire «Pour une Suisse libre de pesticides de synthèse»",1053,5030,17.310537564,64.806733167,6237,9624,6083
"2304","Bezirk Goms","23","Valais / Wallis",6420,"Initiative populaire «Pour une Suisse libre de pesticides de synthèse»",597,1405,29.82017982,62.66427718,2098,3348,2002
"2305","District d'Hérens","23","Valais / Wallis",6420,"Initiative populaire «Pour une Suisse libre de pesticides de synthèse»",1118,4398,20.26831037,69.086961766,5728,8291,5516
"2306","Bezirk Leuk","23","Valais / Wallis",6420,"Initiative populaire «Pour une Suisse libre de pesticides de synthèse»",1191,4422,21.218599679,64.046063559,5784,9031,5613
"2307","District de Martigny","23","Valais / Wallis",6420,"Initiative populaire «Pour une Suisse libre de pesticides de synthèse»",3630,14056,20.524708809,61.368660816,18321,29854,17686
"2308","District de Monthey","23","Valais / Wallis",6420,"Initiative populaire «Pour une Suisse libre de pesticides de synthèse»",3208,12383,20.575973318,57.334608301,16189,28236,15591
"2309","Bezirk Raron","23","Valais / Wallis",6420,"Initiative populaire «Pour une Suisse libre de pesticides de synthèse»",1172,3904,23.089046493,62.846889952,5254,8360,5076
"2310","District de Saint-Maurice","23","Valais / Wallis",6420,"Initiative populaire «Pour une Suisse libre de pesticides de synthèse»",1176,4241,21.709433266,62.266238796,5627,9037,5417
"2311","District de Sierre","23","Valais / Wallis",6420,"Initiative populaire «Pour une Suisse libre de pesticides de synthèse»",4331,12702,25.427112077,60.260509576,17904,29711,17033
"2312","District de Sion","23","Valais / Wallis",6420,"Initiative populaire «Pour une Suisse libre de pesticides de synthèse»",4318,12995,24.940795934,59.158263351,18245,30841,17313
"2313","Bezirk Visp","23","Valais / Wallis",6420,"Initiative populaire «Pour une Suisse libre de pesticides de synthèse»",2290,8047,22.153429428,59.548697528,10767,18081,10337
"9230","VS-CH de l'étranger","23","Valais / Wallis",6420,"Initiative populaire «Pour une Suisse libre de pesticides de synthèse»",881,854,50.778097983,27.423412757,1853,6757,1735
"2400","Canton de Neuchâtel","24","Neuchâtel",6420,"Initiative populaire «Pour une Suisse libre de pesticides de synthèse»",25799,34715,42.633109694,54.04446171,61214,113266,60514
"2500","Canton de Genève","25","Genève",6420,"Initiative populaire «Pour une Suisse libre de pesticides de synthèse»",61500,64621,48.762696141,53.559378238,129212,241250,126121
"9250","GE-CH de l'étranger","25","Genève",6420,"Initiative populaire «Pour une Suisse libre de pesticides de synthèse»",4914,3594,57.757404795,28.897223804,8629,29861,8508
"2601","District de Delémont","26","Jura",6420,"Initiative populaire «Pour une Suisse libre de pesticides de synthèse»",5085,9732,34.318687994,56.528279182,15032,26592,14817
"2602","District des Franches-Montagnes","26","Jura",6420,"Initiative populaire «Pour une Suisse libre de pesticides de synthèse»",1737,3566,32.755044315,65.30885214,5371,8224,5303
"2603","District de Porrentruy","26","Jura",6420,"Initiative populaire «Pour une Suisse libre de pesticides de synthèse»",3442,7671,30.972734635,58.552083333,11242,19200,11113
"101","Bezirk Affoltern","1","Zürich",6430,"Loi fédérale sur les bases légales des ordonnances du Conseil fédéral visant à surmonter l’épidémie de COVID-19 (Loi COVID-19)",14252,9227,60.701052004,66.195297465,23733,35853,23479
"102","Bezirk Andelfingen","1","Zürich",6430,"Loi fédérale sur les bases légales des ordonnances du Conseil fédéral visant à surmonter l’épidémie de COVID-19 (Loi COVID-19)",8552,7044,54.834572967,70.797250246,15860,22402,15596
"103","Bezirk Bülach","1","Zürich",6430,"Loi fédérale sur les bases légales des ordonnances du Conseil fédéral visant à surmonter l’épidémie de COVID-19 (Loi COVID-19)",29884,19795,60.154189899,55.491029534,50261,90575,49679
"104","Bezirk Dielsdorf","1","Zürich",6430,"Loi fédérale sur les bases légales des ordonnances du Conseil fédéral visant à surmonter l’épidémie de COVID-19 (Loi COVID-19)",16740,13062,56.170726797,56.371514484,30183,53543,29802
"105","Bezirk Hinwil","1","Zürich",6430,"Loi fédérale sur les bases légales des ordonnances du Conseil fédéral visant à surmonter l’épidémie de COVID-19 (Loi COVID-19)",19661,18918,50.962959123,62.012662446,39081,63021,38579
"106","Bezirk Horgen","1","Zürich",6430,"Loi fédérale sur les bases légales des ordonnances du Conseil fédéral visant à surmonter l’épidémie de COVID-19 (Loi COVID-19)",28640,16458,63.506142179,61.17101791,45666,74653,45098
"107","Bezirk Meilen","1","Zürich",6430,"Loi fédérale sur les bases légales des ordonnances du Conseil fédéral visant à surmonter l’épidémie de COVID-19 (Loi COVID-19)",27867,14743,65.400140812,64.683330089,43191,66773,42610
"108","Bezirk Pfäffikon","1","Zürich",6430,"Loi fédérale sur les bases légales des ordonnances du Conseil fédéral visant à surmonter l’épidémie de COVID-19 (Loi COVID-19)",13920,11609,54.526225077,64.460790425,25852,40105,25529
"109","Bezirk Uster","1","Zürich",6430,"Loi fédérale sur les bases légales des ordonnances du Conseil fédéral visant à surmonter l’épidémie de COVID-19 (Loi COVID-19)",30266,18515,62.044648531,60.718368551,49395,81351,48781
"110","Bezirk Winterthur","1","Zürich",6430,"Loi fédérale sur les bases légales des ordonnances du Conseil fédéral visant à surmonter l’épidémie de COVID-19 (Loi COVID-19)",44056,24079,64.659866442,62.423346079,69220,110888,68135
"111","Bezirk Dietikon","1","Zürich",6430,"Loi fédérale sur les bases légales des ordonnances du Conseil fédéral visant à surmonter l’épidémie de COVID-19 (Loi COVID-19)",15988,9745,62.130338476,52.757199976,25994,49271,25733
"112","Bezirk Zürich","1","Zürich",6430,"Loi fédérale sur les bases légales des ordonnances du Conseil fédéral visant à surmonter l’épidémie de COVID-19 (Loi COVID-19)",103773,34125,75.253448201,59.805056898,139954,234017,137898
"9010","ZH-Ausland-CH","1","Zürich",6430,"Loi fédérale sur les bases légales des ordonnances du Conseil fédéral visant à surmonter l’épidémie de COVID-19 (Loi COVID-19)",6326,1864,77.240537241,26.164705882,8340,31875,8190
"241","Arrondissement administratif Jura bernois","2","Bern / Berne",6430,"Loi fédérale sur les bases légales des ordonnances du Conseil fédéral visant à surmonter l’épidémie de COVID-19 (Loi COVID-19)",11738,9443,55.417591237,59.561709551,21852,36688,21181
"242","Verwaltungskreis Biel/Bienne","2","Bern / Berne",6430,"Loi fédérale sur les bases légales des ordonnances du Conseil fédéral visant à surmonter l’épidémie de COVID-19 (Loi COVID-19)",19855,12695,60.998463902,52.703858582,33273,63132,32550
"243","Verwaltungskreis Seeland","2","Bern / Berne",6430,"Loi fédérale sur les bases légales des ordonnances du Conseil fédéral visant à surmonter l’épidémie de COVID-19 (Loi COVID-19)",20178,14762,57.750429307,64.282106782,35638,55440,34940
"244","Verwaltungskreis Oberaargau","2","Bern / Berne",6430,"Loi fédérale sur les bases légales des ordonnances du Conseil fédéral visant à surmonter l’épidémie de COVID-19 (Loi COVID-19)",19146,17283,52.557028741,62.205254129,36986,59458,36429
"245","Verwaltungskreis Emmental","2","Bern / Berne",6430,"Loi fédérale sur les bases légales des ordonnances du Conseil fédéral visant à surmonter l’épidémie de COVID-19 (Loi COVID-19)",25721,21521,54.44519707,63.396405169,48180,75998,47242
"246","Verwaltungskreis Bern-Mittelland","2","Bern / Berne",6430,"Loi fédérale sur les bases légales des ordonnances du Conseil fédéral visant à surmonter l’épidémie de COVID-19 (Loi COVID-19)",126331,56005,69.284727097,63.569014817,185858,292372,182336
"247","Verwaltungskreis Thun","2","Bern / Berne",6430,"Loi fédérale sur les bases légales des ordonnances du Conseil fédéral visant à surmonter l’épidémie de COVID-19 (Loi COVID-19)",27557,22344,55.223342218,61.446016435,50771,82627,49901
"248","Verwaltungskreis Obersimmental-Saanen","2","Bern / Berne",6430,"Loi fédérale sur les bases légales des ordonnances du Conseil fédéral visant à surmonter l’épidémie de COVID-19 (Loi COVID-19)",3192,4730,40.29285534,69.10825313,8114,11741,7922
"249","Verwaltungskreis Frutigen-Niedersimmental","2","Bern / Berne",6430,"Loi fédérale sur les bases légales des ordonnances du Conseil fédéral visant à surmonter l’épidémie de COVID-19 (Loi COVID-19)",9135,11643,43.96477043,67.034465265,21142,31539,20778
"250","Verwaltungskreis Interlaken-Oberhasli","2","Bern / Berne",6430,"Loi fédérale sur les bases légales des ordonnances du Conseil fédéral visant à surmonter l’épidémie de COVID-19 (Loi COVID-19)",10157,10494,49.184058883,61.284291098,20977,34229,20651
"311","Wahlkreis Luzern-Stadt","3","Luzern",6430,"Loi fédérale sur les bases légales des ordonnances du Conseil fédéral visant à surmonter l’épidémie de COVID-19 (Loi COVID-19)",22109,8950,71.183875849,58.989910335,31513,53421,31059
"312","Wahlkreis Luzern-Land","3","Luzern",6430,"Loi fédérale sur les bases légales des ordonnances du Conseil fédéral visant à surmonter l’épidémie de COVID-19 (Loi COVID-19)",26769,17555,60.393917516,64.375133823,45098,70055,44324
"313","Wahlkreis Hochdorf","3","Luzern",6430,"Loi fédérale sur les bases légales des ordonnances du Conseil fédéral visant à surmonter l’épidémie de COVID-19 (Loi COVID-19)",15786,13343,54.193415497,64.503253796,29736,46100,29129
"314","Wahlkreis Sursee","3","Luzern",6430,"Loi fédérale sur les bases légales des ordonnances du Conseil fédéral visant à surmonter l’épidémie de COVID-19 (Loi COVID-19)",20079,16051,55.574314974,70.491057034,37165,52723,36130
"315","Wahlkreis Willisau","3","Luzern",6430,"Loi fédérale sur les bases légales des ordonnances du Conseil fédéral visant à surmonter l’épidémie de COVID-19 (Loi COVID-19)",12201,12619,49.157937147,68.440540541,25323,37000,24820
"316","Wahlkreis Entlebuch","3","Luzern",6430,"Loi fédérale sur les bases légales des ordonnances du Conseil fédéral visant à surmonter l’épidémie de COVID-19 (Loi COVID-19)",5145,7770,39.837398374,77.67197019,13132,16907,12915
"9030","LU-Ausland-CH","3","Luzern",6430,"Loi fédérale sur les bases légales des ordonnances du Conseil fédéral visant à surmonter l’épidémie de COVID-19 (Loi COVID-19)",1184,369,76.239536381,28.444830582,1637,5755,1553
"400","Kanton Uri","4","Uri",6430,"Loi fédérale sur les bases légales des ordonnances du Conseil fédéral visant à surmonter l’épidémie de COVID-19 (Loi COVID-19)",7463,9188,44.820130923,64.075757576,16916,26400,16651
"9040","UR-Ausland-CH","4","Uri",6430,"Loi fédérale sur les bases légales des ordonnances du Conseil fédéral visant à surmonter l’épidémie de COVID-19 (Loi COVID-19)",125,35,78.125,33.541666667,161,480,160
"501","Bezirk Einsiedeln","5","Schwyz",6430,"Loi fédérale sur les bases légales des ordonnances du Conseil fédéral visant à surmonter l’épidémie de COVID-19 (Loi COVID-19)",2928,5290,35.629106839,72.687302146,8266,11372,8218
"502","Bezirk Gersau","5","Schwyz",6430,"Loi fédérale sur les bases légales des ordonnances du Conseil fédéral visant à surmonter l’épidémie de COVID-19 (Loi COVID-19)",509,516,49.658536585,66.387096774,1029,1550,1025
"503","Bezirk Höfe","5","Schwyz",6430,"Loi fédérale sur les bases légales des ordonnances du Conseil fédéral visant à surmonter l’épidémie de COVID-19 (Loi COVID-19)",5779,6164,48.388177175,65.492306856,12046,18393,11943
"504","Bezirk Küssnacht (SZ)","5","Schwyz",6430,"Loi fédérale sur les bases légales des ordonnances du Conseil fédéral visant à surmonter l’épidémie de COVID-19 (Loi COVID-19)",3185,2954,51.881413911,71.022466758,6196,8724,6139
"505","Bezirk March","5","Schwyz",6430,"Loi fédérale sur les bases légales des ordonnances du Conseil fédéral visant à surmonter l’épidémie de COVID-19 (Loi COVID-19)",7354,10552,41.070032391,63.314108876,18004,28436,17906
"506","Bezirk Schwyz","5","Schwyz",6430,"Loi fédérale sur les bases légales des ordonnances du Conseil fédéral visant à surmonter l’épidémie de COVID-19 (Loi COVID-19)",9949,17400,36.377929723,71.896056412,27529,38290,27349
"600","Kanton Obwalden","6","Obwalden",6430,"Loi fédérale sur les bases légales des ordonnances du Conseil fédéral visant à surmonter l’épidémie de COVID-19 (Loi COVID-19)",8122,10641,43.287320791,71.431739227,19328,27058,18763
"700","Kanton Nidwalden","7","Nidwalden",6430,"Loi fédérale sur les bases légales des ordonnances du Conseil fédéral visant à surmonter l’épidémie de COVID-19 (Loi COVID-19)",10312,10887,48.643803953,68.24283774,21605,31659,21199
"800","Kanton Glarus","8","Glarus",6430,"Loi fédérale sur les bases légales des ordonnances du Conseil fédéral visant à surmonter l’épidémie de COVID-19 (Loi COVID-19)",7638,7924,49.081094975,59.34537246,15774,26580,15562
"900","Kanton Zug","9","Zug",6430,"Loi fédérale sur les bases légales des ordonnances du Conseil fédéral visant à surmonter l’épidémie de COVID-19 (Loi COVID-19)",30114,22033,57.748288492,67.34785394,52565,78050,52147
"1001","District de la Broye","10","Fribourg / Freiburg",6430,"Loi fédérale sur les bases légales des ordonnances du Conseil fédéral visant à surmonter l’épidémie de COVID-19 (Loi COVID-19)",7773,6194,55.652609723,66.087840022,14310,21653,13967
"1002","District de la Glâne","10","Fribourg / Freiburg",6430,"Loi fédérale sur les bases légales des ordonnances du Conseil fédéral visant à surmonter l’épidémie de COVID-19 (Loi COVID-19)",5429,5041,51.852913085,68.652437082,10775,15695,10470
"1003","District de la Gruyère","10","Fribourg / Freiburg",6430,"Loi fédérale sur les bases légales des ordonnances du Conseil fédéral visant à surmonter l’épidémie de COVID-19 (Loi COVID-19)",11260,9254,54.889343863,62.251401593,21097,33890,20514
"1004","District de la Sarine","10","Fribourg / Freiburg",6430,"Loi fédérale sur les bases légales des ordonnances du Conseil fédéral visant à surmonter l’épidémie de COVID-19 (Loi COVID-19)",24659,12073,67.132200806,60.368567677,37705,62458,36732
"1005","Bezirk See / District du Lac","10","Fribourg / Freiburg",6430,"Loi fédérale sur les bases légales des ordonnances du Conseil fédéral visant à surmonter l’épidémie de COVID-19 (Loi COVID-19)",9398,5970,61.153045289,64.930902431,15599,24024,15368
"1006","Bezirk Sense","10","Fribourg / Freiburg",6430,"Loi fédérale sur les bases légales des ordonnances du Conseil fédéral visant à surmonter l’épidémie de COVID-19 (Loi COVID-19)",11607,8295,58.320771782,61.223249027,20140,32896,19902
"1007","District de la Veveyse","10","Fribourg / Freiburg",6430,"Loi fédérale sur les bases légales des ordonnances du Conseil fédéral visant à surmonter l’épidémie de COVID-19 (Loi COVID-19)",4168,3506,54.313265572,64.915741882,7897,12165,7674
"9100","FR-CH de l'étranger","10","Fribourg / Freiburg",6430,"Loi fédérale sur les bases légales des ordonnances du Conseil fédéral visant à surmonter l’épidémie de COVID-19 (Loi COVID-19)",1624,462,77.852348993,30.188413948,2147,7112,2086
"1101","Bezirk Gäu","11","Solothurn",6430,"Loi fédérale sur les bases légales des ordonnances du Conseil fédéral visant à surmonter l’épidémie de COVID-19 (Loi COVID-19)",4269,3694,53.610448323,58.658687879,8038,13703,7963
"1102","Bezirk Thal","11","Solothurn",6430,"Loi fédérale sur les bases légales des ordonnances du Conseil fédéral visant à surmonter l’épidémie de COVID-19 (Loi COVID-19)",3242,3205,50.286955173,64.404927479,6483,10066,6447
"1103","Bezirk Bucheggberg","11","Solothurn",6430,"Loi fédérale sur les bases légales des ordonnances du Conseil fédéral visant à surmonter l’épidémie de COVID-19 (Loi COVID-19)",2356,1886,55.539839698,67.88874842,4296,6328,4242
"1104","Bezirk Dorneck","11","Solothurn",6430,"Loi fédérale sur les bases légales des ordonnances du Conseil fédéral visant à surmonter l’épidémie de COVID-19 (Loi COVID-19)",5161,4437,53.771619087,67.135761589,9732,14496,9598
"1105","Bezirk Gösgen","11","Solothurn",6430,"Loi fédérale sur les bases légales des ordonnances du Conseil fédéral visant à surmonter l’épidémie de COVID-19 (Loi COVID-19)",5176,3721,58.176913566,56.135525411,8980,15997,8897
"1106","Bezirk Wasseramt","11","Solothurn",6430,"Loi fédérale sur les bases légales des ordonnances du Conseil fédéral visant à surmonter l’épidémie de COVID-19 (Loi COVID-19)",11671,7261,61.646946968,57.041666667,19166,33600,18932
"1107","Bezirk Lebern","11","Solothurn",6430,"Loi fédérale sur les bases légales des ordonnances du Conseil fédéral visant à surmonter l’épidémie de COVID-19 (Loi COVID-19)",10301,6459,61.461813842,55.992986403,16925,30227,16760
"1108","Bezirk Olten","11","Solothurn",6430,"Loi fédérale sur les bases légales des ordonnances du Conseil fédéral visant à surmonter l’épidémie de COVID-19 (Loi COVID-19)",12132,7026,63.326025681,56.032412097,19362,34555,19158
"1109","Bezirk Solothurn","11","Solothurn",6430,"Loi fédérale sur les bases légales des ordonnances du Conseil fédéral visant à surmonter l’épidémie de COVID-19 (Loi COVID-19)",5337,2002,72.721079166,64.27956619,7468,11618,7339
"1110","Bezirk Thierstein","11","Solothurn",6430,"Loi fédérale sur les bases légales des ordonnances du Conseil fédéral visant à surmonter l’épidémie de COVID-19 (Loi COVID-19)",2969,3645,44.889628062,62.053281352,6685,10773,6614
"1200","Kanton Basel-Stadt","12","Basel-Stadt",6430,"Loi fédérale sur les bases légales des ordonnances du Conseil fédéral visant à surmonter l’épidémie de COVID-19 (Loi COVID-19)",42906,19413,68.848986665,60.812961639,63808,104925,62319
"9120","BS-Ausland-CH","12","Basel-Stadt",6430,"Loi fédérale sur les bases légales des ordonnances du Conseil fédéral visant à surmonter l’épidémie de COVID-19 (Loi COVID-19)",1838,618,74.83713355,27.033181522,2493,9222,2456
"1301","Bezirk Arlesheim","13","Basel-Landschaft",6430,"Loi fédérale sur les bases légales des ordonnances du Conseil fédéral visant à surmonter l’épidémie de COVID-19 (Loi COVID-19)",35853,21356,62.670209233,57.997176083,59149,101986,57209
"1302","Bezirk Laufen","13","Basel-Landschaft",6430,"Loi fédérale sur les bases légales des ordonnances du Conseil fédéral visant à surmonter l’épidémie de COVID-19 (Loi COVID-19)",3928,4372,47.325301205,61.354466859,8516,13880,8300
"1303","Bezirk Liestal","13","Basel-Landschaft",6430,"Loi fédérale sur les bases légales des ordonnances du Conseil fédéral visant à surmonter l’épidémie de COVID-19 (Loi COVID-19)",12388,8312,59.845410628,57.670008128,21286,36910,20700
"1304","Bezirk Sissach","13","Basel-Landschaft",6430,"Loi fédérale sur les bases légales des ordonnances du Conseil fédéral visant à surmonter l’épidémie de COVID-19 (Loi COVID-19)",8803,7473,54.08577046,64.915142336,16715,25749,16276
"1305","Bezirk Waldenburg","13","Basel-Landschaft",6430,"Loi fédérale sur les bases légales des ordonnances du Conseil fédéral visant à surmonter l’épidémie de COVID-19 (Loi COVID-19)",3141,3660,46.184384649,61.877767936,6986,11290,6801
"1401","Bezirk Oberklettgau","14","Schaffhausen",6430,"Loi fédérale sur les bases légales des ordonnances du Conseil fédéral visant à surmonter l’épidémie de COVID-19 (Loi COVID-19)",1377,1160,54.276704769,79.288702929,2653,3346,2537
"1402","Bezirk Reiat","14","Schaffhausen",6430,"Loi fédérale sur les bases légales des ordonnances du Conseil fédéral visant à surmonter l’épidémie de COVID-19 (Loi COVID-19)",2390,2070,53.587443946,79.016949153,4662,5900,4460
"1403","Bezirk Schaffhausen","14","Schaffhausen",6430,"Loi fédérale sur les bases légales des ordonnances du Conseil fédéral visant à surmonter l’épidémie de COVID-19 (Loi COVID-19)",13974,8782,61.407980313,70.372869422,23988,34087,22756
"1404","Bezirk Schleitheim","14","Schaffhausen",6430,"Loi fédérale sur les bases légales des ordonnances du Conseil fédéral visant à surmonter l’épidémie de COVID-19 (Loi COVID-19)",711,885,44.54887218,73.43402932,1653,2251,1596
"1405","Bezirk Stein","14","Schaffhausen",6430,"Loi fédérale sur les bases légales des ordonnances du Conseil fédéral visant à surmonter l’épidémie de COVID-19 (Loi COVID-19)",1464,1295,53.062703878,74.895068206,2855,3812,2759
"1406","Bezirk Unterklettgau","14","Schaffhausen",6430,"Loi fédérale sur les bases légales des ordonnances du Conseil fédéral visant à surmonter l’épidémie de COVID-19 (Loi COVID-19)",1264,1405,47.358561259,77.599323753,2754,3549,2669
